,entity_id,state,created
171,device_tracker.chris_phone,home,2021-11-26 21:13:31.951418
173,device_tracker.chris_phone,home,2021-11-26 21:12:51.087111
175,device_tracker.chris_phone,home,2021-11-26 21:09:00.905175
177,device_tracker.chris_phone,home,2021-11-26 21:08:19.016403
179,device_tracker.chris_phone,home,2021-11-26 20:59:04.175035
181,weather.home,sunny,2021-11-26 20:51:40.639537
184,device_tracker.chris_phone,home,2021-11-26 20:43:39.726991
186,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 20:31:34.471182
187,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 20:31:34.469756
188,device_tracker.chris_phone,home,2021-11-26 20:26:41.434233
189,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 20:23:29.196581
190,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-26 20:23:29.195752
191,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-26 20:23:29.193525
193,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 20:21:44.405918
194,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-26 20:21:44.403641
201,device_tracker.chris_phone,home,2021-11-26 20:10:24.055221
202,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 20:09:26.077104
203,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 20:09:26.075896
204,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-26 20:09:26.073515
206,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 20:07:56.066307
207,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 20:07:56.064812
208,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-26 20:07:56.063589
209,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-26 20:07:56.060545
211,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 20:07:46.493169
212,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 20:07:46.492202
213,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-26 20:07:46.490071
215,device_tracker.chris_phone,home,2021-11-26 20:07:26.626521
218,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 20:06:16.474238
219,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 20:06:16.473318
220,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-26 20:06:16.470159
237,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 20:05:19.307192
238,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-26 20:05:19.305921
239,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-26 20:05:19.303985
240,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 20:05:17.661047
241,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 20:05:17.660041
242,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-26 20:05:17.657330
259,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-26 20:03:49.304019
260,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 20:03:49.303187
261,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-26 20:03:49.302566
262,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-26 20:03:49.301446
263,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 20:03:47.643720
264,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 20:03:47.642522
265,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-26 20:03:47.637214
267,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 20:03:02.293566
268,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 20:03:02.292675
269,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-26 20:03:02.290537
271,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 20:01:32.285904
272,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 20:01:32.284916
273,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-26 20:01:32.284219
274,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-26 20:01:32.282650
277,device_tracker.chris_phone,home,2021-11-26 20:01:23.531163
279,device_tracker.chris_phone,home,2021-11-26 20:00:53.204308
281,device_tracker.chris_phone,home,2021-11-26 20:00:23.313406
288,device_tracker.chris_phone,home,2021-11-26 19:54:42.752787
289,weather.home,sunny,2021-11-26 19:52:40.670703
292,device_tracker.chris_phone,home,2021-11-26 19:41:49.651023
294,device_tracker.chris_phone,home,2021-11-26 19:41:15.331671
297,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 19:36:34.764916
298,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 19:36:34.763292
299,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 19:28:50.610008
300,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-26 19:28:50.609167
301,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-26 19:28:50.607421
304,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 19:24:20.481496
305,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-26 19:24:20.480805
306,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-26 19:24:20.479694
308,device_tracker.chris_phone,home,2021-11-26 19:21:02.015771
310,device_tracker.chris_phone,home,2021-11-26 19:18:13.245760
320,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 19:03:37.313605
321,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-26 19:03:37.312301
322,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 19:03:37.309985
323,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 19:03:34.647408
324,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 19:03:34.646561
325,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-26 19:03:34.644607
331,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-26 19:02:07.306602
332,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 19:02:07.305319
333,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 19:02:07.302145
334,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 19:02:04.630340
335,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 19:02:04.628981
336,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-26 19:02:04.627666
337,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-26 19:02:04.623954
340,device_tracker.chris_phone,home,2021-11-26 19:02:02.092430
341,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 19:00:23.233166
342,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 19:00:23.232004
343,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-26 19:00:23.229123
348,device_tracker.chris_phone,home,2021-11-26 18:59:40.799154
351,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 18:58:53.240008
352,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-26 18:58:53.237596
354,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 18:58:53.225560
355,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 18:58:53.224700
356,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-26 18:58:53.223939
357,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-26 18:58:53.221498
375,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 18:58:43.771480
376,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-26 18:58:43.770319
377,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-26 18:58:43.768766
383,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 18:58:38.910900
384,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-26 18:58:38.909674
385,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 18:58:38.907797
386,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 18:58:35.144244
387,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 18:58:35.142112
388,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-26 18:58:35.139738
405,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-26 18:57:13.749999
406,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 18:57:13.748275
407,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-26 18:57:13.747074
408,sensor.0x00158d0001e4ad46_illuminance_lux,91,2021-11-26 18:57:13.745250
413,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-26 18:57:08.903513
414,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 18:57:08.902442
415,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 18:57:08.900843
416,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 18:57:05.124506
417,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 18:57:05.122897
418,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-26 18:57:05.121632
419,sensor.0x00158d00066941c9_illuminance_lux,55,2021-11-26 18:57:05.118482
421,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 18:56:00.874448
422,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 18:56:00.873245
423,sensor.0x00158d00066941c9_illuminance_lux,55,2021-11-26 18:56:00.870503
441,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 18:55:57.318431
442,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-26 18:55:57.317274
443,sensor.0x00158d0001e4ad46_illuminance_lux,91,2021-11-26 18:55:57.315528
467,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 18:54:30.862892
468,sensor.0x00158d00066941c9_illuminance_lux,55,2021-11-26 18:54:30.861565
469,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 18:54:30.858251
471,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-26 18:54:27.300852
472,sensor.0x00158d0001e4ad46_illuminance_lux,91,2021-11-26 18:54:27.299603
473,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-26 18:54:27.297850
474,weather.home,sunny,2021-11-26 18:53:40.657852
491,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-26 18:53:26.605293
492,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-26 18:53:26.603834
493,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-26 18:53:26.602150
494,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 18:53:26.601201
495,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-26 18:53:26.599658
496,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 18:53:24.665633
497,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 18:53:24.664306
498,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 18:53:24.661959
501,device_tracker.chris_phone,home,2021-11-26 18:49:48.923582
503,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 18:40:47.921067
504,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 18:40:47.919618
506,device_tracker.chris_phone,home,2021-11-26 18:40:21.254430
509,device_tracker.chris_phone,home,2021-11-26 18:37:12.081971
512,device_tracker.chris_phone,home,2021-11-26 18:35:07.151718
513,device_tracker.chris_phone,home,2021-11-26 18:31:46.410774
515,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 18:27:38.218076
516,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-26 18:27:38.217279
517,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-26 18:27:38.216174
523,device_tracker.chris_phone,home,2021-11-26 18:14:42.417885
525,device_tracker.chris_phone,home,2021-11-26 18:12:56.998859
530,device_tracker.chris_phone,home,2021-11-26 18:09:53.739767
532,device_tracker.chris_phone,home,2021-11-26 18:06:19.119264
535,device_tracker.chris_phone,home,2021-11-26 17:56:31.843333
537,weather.home,sunny,2021-11-26 17:54:40.645970
541,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 17:45:47.633169
542,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 17:45:47.631613
545,device_tracker.chris_phone,home,2021-11-26 17:41:27.032628
547,device_tracker.chris_phone,home,2021-11-26 17:40:44.954723
549,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 17:39:02.841746
550,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 17:39:02.839614
553,device_tracker.chris_phone,home,2021-11-26 17:38:20.896822
561,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 17:33:08.914412
562,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-26 17:33:08.913048
563,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 17:33:08.911152
564,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 17:33:07.277625
565,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 17:33:07.276714
566,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 17:33:07.274763
569,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 17:32:37.783781
570,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-26 17:32:37.783043
571,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-26 17:32:37.781955
576,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-26 17:31:38.915094
577,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 17:31:38.913189
578,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-26 17:31:38.911168
579,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 17:31:38.910157
580,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 17:31:38.908518
581,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 17:31:37.274056
582,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 17:31:37.273039
583,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 17:31:37.271827
584,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-26 17:31:37.269307
615,device_tracker.chris_phone,home,2021-11-26 17:23:26.958814
617,device_tracker.chris_phone,home,2021-11-26 17:22:42.765540
620,device_tracker.chris_phone,home,2021-11-26 17:11:42.921031
626,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 17:00:02.932230
627,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 17:00:02.931117
628,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-26 17:00:02.927910
630,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 16:58:32.913266
631,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-26 16:58:32.912055
632,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-26 16:58:32.908794
656,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 16:57:32.338688
657,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 16:57:32.337626
658,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-26 16:57:32.336850
659,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 16:57:32.335265
661,weather.home,cloudy,2021-11-26 16:55:40.678124
663,device_tracker.chris_phone,home,2021-11-26 16:52:56.721938
665,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 16:49:10.931193
666,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 16:49:10.929582
669,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 16:44:32.045189
671,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 16:44:32.041940
673,device_tracker.chris_phone,home,2021-11-26 16:43:39.558589
683,device_tracker.chris_phone,home,2021-11-26 16:27:21.014493
685,device_tracker.chris_phone,home,2021-11-26 16:26:38.923880
687,device_tracker.chris_phone,home,2021-11-26 16:25:38.124424
690,device_tracker.chris_phone,home,2021-11-26 16:21:42.392182
695,device_tracker.chris_phone,home,2021-11-26 16:13:16.219453
698,device_tracker.chris_phone,home,2021-11-26 16:06:44.331475
700,device_tracker.chris_phone,home,2021-11-26 16:06:02.941521
703,device_tracker.chris_phone,home,2021-11-26 16:03:36.120791
705,device_tracker.chris_phone,home,2021-11-26 16:02:52.997585
708,device_tracker.chris_phone,home,2021-11-26 15:58:46.619130
713,weather.home,cloudy,2021-11-26 15:56:40.688822
716,device_tracker.chris_phone,home,2021-11-26 15:54:57.045708
718,device_tracker.chris_phone,home,2021-11-26 15:54:14.853769
722,device_tracker.chris_phone,home,2021-11-26 15:51:14.831466
727,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 15:49:31.698257
729,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 15:49:31.695465
732,device_tracker.chris_phone,home,2021-11-26 15:48:19.940921
737,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 15:42:34.029761
738,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-26 15:42:34.028155
745,device_tracker.chris_phone,home,2021-11-26 15:36:41.586513
750,device_tracker.chris_phone,home,2021-11-26 15:31:17.056187
756,device_tracker.chris_phone,home,2021-11-26 15:25:16.503244
764,device_tracker.chris_phone,home,2021-11-26 15:15:58.143137
767,device_tracker.chris_phone,home,2021-11-26 15:15:19.098201
772,device_tracker.chris_phone,home,2021-11-26 15:09:28.235598
775,device_tracker.chris_phone,home,2021-11-26 15:07:30.653155
781,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 14:59:05.955001
782,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 14:59:05.953276
784,weather.home,cloudy,2021-11-26 14:57:40.692248
786,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 14:54:31.334598
787,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 14:54:31.333926
789,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-26 14:54:31.332104
797,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 14:47:32.586840
798,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-26 14:47:32.585275
801,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 14:43:25.423481
802,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 14:43:25.422630
803,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-26 14:43:25.420504
806,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 14:41:55.413005
807,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-26 14:41:55.411741
808,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 14:41:55.408491
810,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 14:40:34.960008
811,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 14:40:34.957878
813,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 14:40:34.955815
814,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 14:40:34.954866
815,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-26 14:40:34.953904
816,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-26 14:40:34.947104
831,device_tracker.chris_phone,home,2021-11-26 14:17:53.930684
832,device_tracker.chris_phone,home,2021-11-26 14:16:41.675991
836,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 14:04:05.584112
837,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 14:04:05.582597
839,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 13:59:57.384982
841,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-26 13:59:57.382210
843,device_tracker.chris_phone,home,2021-11-26 13:59:50.077777
845,weather.home,partlycloudy,2021-11-26 13:58:40.656339
848,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 13:52:31.765022
849,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-26 13:52:31.764124
850,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-26 13:52:31.762996
856,device_tracker.chris_phone,home,2021-11-26 13:43:39.591539
859,device_tracker.chris_phone,home,2021-11-26 13:40:43.167556
863,device_tracker.chris_phone,home,2021-11-26 13:36:41.711684
875,device_tracker.chris_phone,home,2021-11-26 13:10:27.704184
876,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-26 13:09:04.840547
877,sensor.bedroom_entrance_illuminance_lux,0,2021-11-26 13:09:04.838466
879,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 13:04:54.070944
880,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-26 13:04:54.070140
882,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-26 13:04:54.067550
887,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 12:57:33.740699
888,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-26 12:57:33.739968
889,sensor.0x00158d0001e4ad46_illuminance_lux,19,2021-11-26 12:57:33.738814
890,device_tracker.chris_phone,home,2021-11-26 12:56:27.775067
899,device_tracker.chris_phone,home,2021-11-26 12:36:41.607556
904,device_tracker.chris_phone,home,2021-11-26 12:29:47.364473
909,device_tracker.chris_phone,home,2021-11-26 12:16:42.065614
913,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 12:09:52.884207
914,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-26 12:09:52.883525
916,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-26 12:09:52.881344
921,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 12:02:33.627162
922,sensor.0x00158d0001e4ad46_illuminance_lux,19,2021-11-26 12:02:33.626510
923,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-26 12:02:33.625270
924,weather.home,rainy,2021-11-26 12:00:40.625830
926,device_tracker.chris_phone,home,2021-11-26 12:00:30.182008
928,device_tracker.chris_phone,home,2021-11-26 11:59:47.995338
931,device_tracker.chris_phone,home,2021-11-26 11:56:33.015287
962,device_tracker.chris_phone,home,2021-11-26 11:42:02.759091
968,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-26 11:31:47.326972
969,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 11:31:47.325984
970,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-26 11:31:47.322903
984,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-26 11:31:35.308955
985,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-26 11:31:35.307708
986,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-26 11:31:35.305690
1000,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-26 11:30:17.329782
